no_of_runs,mean_accuracy,standard_dev,median,word_decoder_max_epochs,word_finder_min_iters_per_epoch,word_finder_min_potential_words,word_finder_max_epochs,word_finder_max_attempts,no_of_random_letters,time_taken_in_seconds,word_finder_name,best_accuracy,best_decrypted_word_dict
150,28.866666666666667,4.102162904148251,30.0,75,50,5,3,3,0,438.6900372749951,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'request', '0ra0e0': 'brazen', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'kebre', '0ri0t': 'lriit', '00amy': 'foamy', '0e00ry': 'sechry'}
250,28.4,4.463146727910638,30.0,125,50,5,3,3,0,337.42219941799704,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'bequest', '0o0ey': 'money', 's00r0': 'scare', '0ri0t': 'wrist', '0ra0e0': 'zraoei', '00amy': 'lramy', '0ebr0': 'febrv', '0e00ry': 'kedhry'}
300,28.233333333333334,4.5402940200148745,30.0,150,50,5,3,3,0,345.98195392100024,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0e00ry': 'ceeiry', '00amy': 'foamy', '0ebr0': 'kebrh', '0ri0t': 'srilt'}
150,28.333333333333332,7.36549789790998,30.0,75,0,0,0,0,10,81.26306284999009,PyspellcheckerWordFinder,40.0,{'0ebr0': 'zebra', '0ala00': 'galaxy', '0e00est': 'request', '0o0ey': 'josey', '0ra0e0': 'drawee', '0ri0t': 'print', '00amy': 'foamy', '0e00ry': 'ceikry', '0ro0ec0': 'vrobect', 's00r0': 'shlrm'}
10,4.0,5.163977794943222,0.0,5,0,0,0,0,10,78.32455985499837,PyspellcheckerWordFinder,10.0,{'0e00est': 'bequest', '0o0ey': 'josey', '0ra0e0': 'crater', '0ebr0': 'zebra', '0ala00': 'palang', 's00r0': 'smirk', '00amy': 'loamy', '0ri0t': 'drift', '0ro0ec0': 'xroeech', '0e00ry': 'weyvry'}
20,14.500000000000002,5.104177855340405,10.0,10,0,0,0,0,10,78.83421160800208,PyspellcheckerWordFinder,20.0,{'0ala00': 'galaxy', '0o0ey': 'jokey', '0ri0t': 'wrist', 's00r0': 'sturm', '00amy': 'loamy', '0ebr0': 'debre', '0ra0e0': 'braver', '0ro0ec0': 'proaeci', '0e00ry': 'qenfry', '0e00est': 'cezqest'}
50,19.6,9.889181885643875,20.0,25,0,0,0,0,10,79.95582303398987,PyspellcheckerWordFinder,40.0,{'s00r0': 'shirk', '0o0ey': 'josey', '00amy': 'foamy', '0e00est': 'tempest', '0ebr0': 'zebra', '0e00ry': 'celery', '0ra0e0': 'grader', '0ala00': 'nalaux', '0ro0ec0': 'wroyecq', '0ri0t': 'qribt'}
100,16.0,10.34749762361447,10.0,50,0,0,0,0,10,79.0677957470034,PyspellcheckerWordFinder,50.0,{'0e00est': 'request', '0o0ey': 'jokey', '00amy': 'foamy', '0ebr0': 'zebra', '0ri0t': 'wrist', '0ala00': 'lalage', '0ra0e0': 'braved', 's00r0': 'shirt', '0e00ry': 'cepxry', '0ro0ec0': 'nroyecm'}
150,24.266666666666666,12.334633222507298,20.0,75,0,0,0,0,10,80.8766654550127,PyspellcheckerWordFinder,60.0,{'0e00est': 'request', '0o0ey': 'jokey', '0ri0t': 'wrist', '00amy': 'foamy', '0ebr0': 'zebra', '0ala00': 'palang', '0e00ry': 'celery', '0ra0e0': 'braved', 's00r0': 'simrt', '0ro0ec0': 'yroxecx'}
200,21.65,11.376494324508664,20.0,100,0,0,0,0,10,83.04013125800702,PyspellcheckerWordFinder,50.0,{'0ri0t': 'wrist', '0ala00': 'galaxy', '0e00est': 'request', '0o0ey': 'jokey', '0ra0e0': 'braden', '00amy': 'foamy', '0ebr0': 'zebra', 's00r0': 'spire', '0ro0ec0': 'hrocecm', '0e00ry': 'tevlry'}
250,7.76,4.177584090756447,10.0,125,0,0,0,0,10,81.86127183499048,PyspellcheckerWordFinder,10.0,{'0e00est': 'sexiest', '0ra0e0': 'tracey', '0ebr0': 'zebra', '0o0ey': 'jokey', 's00r0': 'spurr', '0ri0t': 'drift', '00amy': 'loamy', '0ala00': 'galaen', '0ro0ec0': 'qrobecv', '0e00ry': 'mehqry'}
300,31.7,3.762604235825436,30.0,150,0,0,0,0,10,80.59971776598832,PyspellcheckerWordFinder,40.0,{'0e00est': 'request', '0ala00': 'galaxy', 's00r0': 'smirk', '0ebr0': 'zebra', '0ra0e0': 'drawee', '0o0ey': 'josey', '0ri0t': 'britt', '00amy': 'foamy', '0ro0ec0': 'lrocecn', '0e00ry': 'vehpry'}
150,15.4,7.739899241492513,20.0,75,0,0,0,0,5,46.09285173598619,PyspellcheckerWordFinder,40.0,{'s00r0': 'stern', '0ala00': 'galaxy', '0o0ey': 'jokey', '0ra0e0': 'cramer', '0ri0t': 'wrist', '0ebr0': 'zebra', '00amy': 'foamy', '0ro0ec0': 'proiecu', '0e00ry': 'hevqry', '0e00est': 'bedqest'}
150,10.466666666666667,8.054901102269215,10.0,75,0,0,0,0,10,80.57248004499706,PyspellcheckerWordFinder,30.0,{'00amy': 'foamy', '0e00est': 'sexiest', '0ebr0': 'zebra', '0o0ey': 'jokey', '0ri0t': 'britt', '0ala00': 'palang', '0ra0e0': 'drawer', '0e00ry': 'celery', '0ro0ec0': 'yrouech', 's00r0': 'sqvrm'}
150,28.733333333333334,11.009249720954854,30.0,75,0,0,0,0,15,116.0811287539982,PyspellcheckerWordFinder,50.0,{'s00r0': 'sperm', '0e00est': 'request', '0ala00': 'galaxy', '0o0ey': 'jokey', '0e00ry': 'hendry', '00amy': 'foamy', '0ra0e0': 'travel', '0ri0t': 'wrist', '0ebr0': 'zebra', '0ro0ec0': 'croiecb'}
150,25.8,9.849198516092361,25.0,75,0,0,0,0,20,153.07919283800584,PyspellcheckerWordFinder,50.0,{'0ala00': 'galaxy', '0o0ey': 'josey', '0e00est': 'request', '0ra0e0': 'braved', '0ebr0': 'zebra', 's00r0': 'shirl', '00amy': 'foamy', '0ri0t': 'print', '0e00ry': 'teecry', '0ro0ec0': 'wrokecm'}
150,27.6,9.024946782642555,30.0,75,0,0,0,0,25,186.3044131760107,PyspellcheckerWordFinder,50.0,{'s00r0': 'shirk', '0ala00': 'galaxy', '0e00est': 'request', '0o0ey': 'josey', '0ra0e0': 'drawee', '0ebr0': 'zebra', '00amy': 'foamy', '0ri0t': 'britt', '0ro0ec0': 'pronecv', '0e00ry': 'meclry'}
150,17.533333333333335,10.293457012621829,20.0,75,0,0,0,0,26,193.48562488499738,PyspellcheckerWordFinder,40.0,{'0ra0e0': 'drapes', '0o0ey': 'jokey', '0ala00': 'galaxy', '0ebr0': 'zebra', '0e00est': 'request', 's00r0': 'snort', '0e00ry': 'celery', '0ro0ec0': 'mroiecb', '00amy': 'hvamy', '0ri0t': 'friwt'}
150,28.066666666666666,4.734092638470405,30.0,75,50,5,3,3,0,349.6228272610024,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'hebri', '00amy': 'foamy', '0e00ry': 'seekry', '0ri0t': 'lrict'}
150,27.866666666666667,5.256720424341283,30.0,75,50,5,3,3,0,345.06217328298953,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0e00est': 'request', '0ra0e0': 'brazen', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0e00ry': 'leiery', '0ebr0': 'cebrk', '0ri0t': 'hrist'}
150,28.46666666666667,4.5959811254608995,30.0,75,75,5,3,3,0,525.4312021330115,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0e00est': 'bequest', '0ri0t': 'wrist', '0o0ey': 'money', 's00r0': 'scarf', '0e00ry': 'reeiry', '0ebr0': 'zebro', '0ra0e0': 'hraked', '00amy': 'lvamy'}
150,28.999999999999996,3.9713740796526475,30.0,75,100,5,3,3,0,690.1179460900021,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0e00est': 'bequest', 's00r0': 'shore', '0ri0t': 'wrist', '0o0ey': 'money', '0ra0e0': 'kraaei', '0e00ry': 'vefrry', '0ebr0': 'cebrz', '00amy': 'dlamy'}
150,28.4,4.026756151130974,30.0,75,125,5,3,3,0,854.6876322699973,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ri0t': 'hriit', '0ebr0': 'sebre', '00amy': 'foamy', '0e00ry': 'kelcry'}
150,28.133333333333333,4.238947993250855,30.0,75,150,5,3,3,0,1032.1777544129873,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0e00est': 'bequest', 's00r0': 'share', '0ra0e0': 'drawer', '0o0ey': 'money', '00amy': 'foamy', '0e00ry': 'veikry', '0ebr0': 'sebrl', '0ri0t': 'crizt'}
150,28.333333333333332,3.914637248516397,30.0,75,50,3,3,3,0,317.98051529000804,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0ebr0': 'cebre', '0e00ry': 'seilry', '0ri0t': 'kriht'}
150,28.26666666666667,4.449065457507919,30.0,75,50,4,3,3,0,316.1248547610012,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0e00ry': 'ceiery', '00amy': 'foamy', '0ri0t': 'lrikt', '0ebr0': 'hebrs'}
150,32.86666666666667,7.971144829203845,30.0,75,50,5,3,3,0,343.7656905979966,TextBlobWordFinder,50.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'sacre', '0ri0t': 'wrist', '0ebr0': 'mebri', '00amy': 'foamy', '0e00ry': 'kehlry'}
150,28.933333333333334,3.5039128016690455,30.0,75,50,6,3,3,0,344.45391421999375,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ri0t': 'lriit', '0ebr0': 'cebre', '00amy': 'foamy', '0e00ry': 'sekhry'}
150,27.999999999999996,4.776901919268253,30.0,75,50,7,3,3,0,372.6955994269956,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0ri0t': 'criet', '0ebr0': 'hebri', '0e00ry': 'selkry'}
150,28.666666666666668,3.9572661342485786,30.0,75,50,5,3,3,0,339.0091566140036,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'sebri', '0ri0t': 'kriet', '00amy': 'foamy', '0e00ry': 'lechry'}
150,29.06666666666667,3.90261771839472,30.0,75,50,5,4,3,0,431.99617311499605,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0ri0t': 'hriit', '0ebr0': 'cebre', '0e00ry': 'kelsry'}
150,28.46666666666667,4.134754753066854,30.0,75,50,5,5,3,0,531.7409035029996,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'bequest', 's00r0': 'shore', '0ri0t': 'wrist', '0o0ey': 'money', '0e00ry': 'ceairy', '0ra0e0': 'rrafev', '0ebr0': 'kebrz', '00amy': 'ldamy'}
150,28.666666666666668,4.585747787880316,30.0,75,50,5,6,3,0,613.4870774110022,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'bequest', '0o0ey': 'money', 's00r0': 'sacre', '0ri0t': 'wrist', '0ebr0': 'hebri', '00amy': 'koamy', '0ra0e0': 'vrarel', '0e00ry': 'dezfry'}
150,28.53333333333333,4.394423963237968,30.0,75,50,5,7,3,0,709.1865603850019,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ri0t': 'kriet', '00amy': 'foamy', '0ebr0': 'hebri', '0e00ry': 'lescry'}
150,28.4,4.499067763243295,30.0,75,50,5,8,3,0,797.8818166319979,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0e00est': 'request', '0ra0e0': 'brazen', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'lebre', '00amy': 'foamy', '0e00ry': 'heikry', '0ri0t': 'srict'}
150,29.06666666666667,4.388310687897143,30.0,75,50,5,3,3,0,347.5476081300003,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0ebr0': 'cebri', '0e00ry': 'heesry', '0ri0t': 'krilt'}
150,29.133333333333333,4.002795443768423,30.0,75,50,5,3,4,0,402.9718542860064,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'sebri', '00amy': 'foamy', '0ri0t': 'lriet', '0e00ry': 'kechry'}
150,28.4,4.347335834630262,30.0,75,50,5,3,5,0,463.12091162000434,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'request', '0ra0e0': 'brazen', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0ri0t': 'criit', '0ebr0': 'kebre', '0e00ry': 'selhry'}
10,25.0,5.270462766947298,25.0,5,50,5,3,3,0,338.53789463298745,TextBlobWordFinder,30.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0e00ry': 'keoery', '0ebr0': 'hebri', '00amy': 'fcamy', '0ri0t': 'srilt'}
20,30.0,3.244428422615251,30.0,10,50,5,3,3,0,345.116237003007,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0e00ry': 'seeiry', '0ri0t': 'lrikt', '0ebr0': 'hebrc'}
50,29.599999999999998,4.499433070863891,30.0,25,50,5,3,3,0,343.4629604280053,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0e00ry': 'ceeiry', '0ebr0': 'kebrh', '0ri0t': 'lrist'}
100,28.799999999999997,4.08989886516436,30.0,50,50,5,3,3,0,341.1898132109927,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'bequest', 's00r0': 'shore', '0ri0t': 'wrist', '0o0ey': 'money', '0e00ry': 'reairy', '00amy': 'ckamy', '0ebr0': 'zebrd', '0ra0e0': 'lravef'}
150,28.599999999999998,4.339609978454362,30.0,75,50,5,3,3,0,345.9179628210113,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0e00est': 'bequest', 's00r0': 'score', '0o0ey': 'honey', '0ri0t': 'wrist', '0ra0e0': 'framed', '0ebr0': 'zebra', '00amy': 'viamy', '0e00ry': 'relkry'}
200,28.449999999999996,4.494273296352988,30.0,100,50,5,3,3,0,341.81443209500867,TextBlobWordFinder,40.0,{'0ro0ec0': 'project', '0ala00': 'galaxy', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'sebre', '00amy': 'foamy', '0ri0t': 'hriit', '0e00ry': 'lekcry'}
250,28.84,3.675382120941951,30.0,125,50,5,3,3,0,338.5812371420034,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0e00est': 'request', '0ra0e0': 'brazen', '0o0ey': 'dovey', 's00r0': 'swarm', '00amy': 'foamy', '0e00ry': 'keeiry', '0ebr0': 'cebrh', '0ri0t': 'lrist'}
300,27.73333333333333,4.426533959945492,30.0,150,50,5,3,3,0,339.3003114180028,TextBlobWordFinder,40.0,{'0ala00': 'galaxy', '0ro0ec0': 'project', '0ra0e0': 'brazen', '0e00est': 'request', '0o0ey': 'dovey', 's00r0': 'swarm', '0ebr0': 'kebre', '0ri0t': 'criit', '00amy': 'foamy', '0e00ry': 'helsry'}
150,15.266666666666667,5.009610450724582,20.0,75,0,0,0,0,10,81.69732283600024,PyspellcheckerWordFinder,20.0,{'0e00est': 'bequest', '0ebr0': 'zebra', '0o0ey': 'jokey', '0e00ry': 'hendry', '0ra0e0': 'travel', 's00r0': 'sorry', '0ala00': 'palace', '0ri0t': 'wrist', '0ro0ec0': 'xroiecx', '00amy': 'fgamy'}
